zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
92119,-117.01554,32.809221,true,Single Family,3,2,1498,535000,1.482038309043826e+09
92119,-117.017586,32.802422,true,Single Family,4,2,1600,599999,1.482038304776183e+09
92119,-117.024562,32.797863,true,Single Family,4,3,1605,569000,1.482038300639671e+09
92119,-117.039348,32.803561,true,Condo,2,2,1259,305000,1.482038334049402e+09
92119,-117.013606,32.796591,true,Single Family,3,2,1098,499000,1.482038329940352e+09
92119,-117.047887,32.804215,true,Single Family,1,1,654,215900,1.482038347760042e+09
92119,-117.041151,32.799962,true,Single Family,3,3,2058,750000,1.482038325693801e+09
92119,-117.00808,32.793446,true,Single Family,4,3,2606,679000,1.48203833816601e+09
92119,-117.045782,32.802083,true,Condo,2,2,1330,320000,1.482038360869724e+09
92119,-117.026767,32.801352,true,Condo,1,1,724,203000,1.482038365562498e+09
92119,-117.046828,32.814724,true,Single Family,5,3,2235,729900,1.482038369661168e+09
92119,-117.007958,32.797015,true,Single Family,5,3,2549,689000,1.482038400333187e+09
92119,-117.022017,32.794114,true,Single Family,4,2,2224,659000,1.482038373718968e+09
92119,-117.047887,32.804215,true,Condo,1,1,654,234900,1.482038409730549e+09
92119,-117.015526,32.798344,true,Single Family,4,3,2007,675000,1.482038377850213e+09
92119,-117.006826,32.79357,true,Single Family,3,3,1750,600000,1.482038352068872e+09
92119,-117.03905,32.806278,true,,4,3,2277,715000,1.482038381985903e+09
92119,-117.03905,32.806278,false,,4,2.5,2277,,1.482038386027213e+09
92119,-117.011235,32.807799,true,Single Family,4,3,1656,579000,1.482038404793648e+09
92119,-117.036574,32.803326,false,Single Family,2,2.5,1514,,1.481969127927463e+09
92119,-117.00632,32.796048,false,Single Family,3,2,1495,,1.4819691316053e+09
92119,-117.010747,32.807642,false,Single Family,4,2.5,1932,,1.481969135495887e+09
92562,-117.208178,33.583303,true,Single Family,2,2,1212,329880,1.482039663231701e+09
92562,-117.194785,33.563642,true,Single Family,4,3,2164,460000,1.482039667500301e+09
92562,-117.210259,33.586393,true,Single Family,3,3,1912,359900,1.482039671728742e+09
92562,-117.321767,33.536171,true,Single Family,5,5,6266,1.399e+06,1.482039682697118e+09
92562,-117.264562,33.570037,true,Single Family,4,3,3306,530000,1.482039676128748e+09
92562,-117.239542,33.574743,true,Single Family,4,3,2792,499000,1.482039686876281e+09
92562,-117.23349,33.559379,true,Single Family,6,5,3842,465000,1.482039691254329e+09
92562,-117.332107,33.523511,false,,4.26,0,0,370000,1.482039757412686e+09
92562,-117.196894,33.583382,true,Single Family,3,3,1716,364900,1.482039740630094e+09
92562,-117.182442,33.594379,true,Single Family,4,5,0,489999,1.482039753144135e+09
92562,-117.178275,33.59769,true,Single Family,4,3,3073,429000,1.482039707842257e+09
92562,-117.2111,33.5749,false,Townhouse,4,4,2292,341990,1.482039782612866e+09
92562,-117.192025,33.565497,true,Single Family,4,2,2075,394999,1.48203970376541e+09
92562,-117.22361,33.56564,false,,1,0,0,300000,1.481969198449518e+09
92562,-117.22361,33.56564,false,,1,0,0,300000,1.482039761502315e+09
92562,-117.262957,33.575324,true,Condo,3,3,2246,499900,1.48203974900894e+09
92562,-117.240828,33.57028,true,Single Family,5,4,3686,499999,1.482039699461157e+09
92562,-117.235434,33.580864,true,Single Family,4,2.5,2190,430000,1.482039744769891e+09
92562,-117.255694,33.580746,true,Single Family,4,3,2622,464900,1.481969217485726e+09
92562,-117.2111,33.5749,false,Townhouse,3,3,2066,338770,1.482039778303356e+09
92562,-117.208697,33.599183,true,Single Family,4,3,2052,399000,1.482039795093203e+09
92562,-117.207927,33.577999,true,Single Family,3,2,0,339000,1.481969228917699e+09
92562,-117.24565,33.570688,true,Single Family,5,3,3073,489000,1.481969232991306e+09
92562,-117.216745,33.586529,true,Single Family,4,2.5,2725,419000,1.481969242154809e+09
92562,-117.225209,33.589324,true,Single Family,5,3,3182,499000,1.482039786781807e+09
92562,-117.330973,33.491892,true,,24.2,0,0,349000,1.481969249566527e+09
92118,-117.183487,32.691181,true,Single Family,4,3,2029,1.875e+06,1.482038436442059e+09
92118,-117.183881,32.685408,true,Single Family,5,4,2912,5.3e+06,1.481969257179711e+09
92118,-117.169698,32.693914,true,Single Family,4,3,2000,1.489e+06,1.481969260858003e+09
92118,-117.181993,32.684742,true,Single Family,5,7,6130,4.85e+06,1.481969264560002e+09
92118,-117.17255,32.684618,false,,0,0,0,2.195e+06,1.481970953357236e+09
92118,-117.174317,32.677335,true,Single Family,2,2,1400,2.486e+06,1.481970957082661e+09
92118,-117.172854,32.692054,true,Single Family,2,1,1010,1.295e+06,1.481970960805136e+09
92118,-117.169425,32.686278,false,,0,0,0,2.63e+06,1.481970964590351e+09
92118,-117.182329,32.697417,true,Single Family,4,4,2581,1.6e+06,1.481969290108013e+09
92118,-117.130965,32.620252,true,,4,4.5,4525,2.499e+06,1.481969293818643e+09
92118,-117.130965,32.620252,false,Single Family,4,4.5,4525,,1.481969297727268e+09
92118,-117.132225,32.617893,true,Single Family,4,3,2667,1.375e+06,1.481969301623088e+09
92118,-117.189517,32.694471,false,,4,3,1737,,1.481969305470845e+09
92118,-117.181194,32.69388,true,Condo,3,3,1423,1.069e+06,1.481969309167487e+09
92118,-117.175745,32.687525,true,Single Family,4,3,2400,2.999e+06,1.481970968345608e+09
92118,-117.132336,32.622315,true,Single Family,2,2,1603,899000,1.481969316624916e+09
92118,-117.133976,32.627439,true,Single Family,4,3,4003,2.85e+06,1.481969320458004e+09
92118,-117.171705,32.694209,true,Single Family,3,2,1332,1.349e+06,1.481969324154487e+09
92118,-117.17273,32.675677,true,Single Family,1,1,851,940000,1.481970972195236e+09
92118,-117.169487,32.691665,true,Single Family,4,2,2511,1.495e+06,1.48197097935498e+09
92118,-117.179359,32.701509,true,Single Family,3,3,1950,2.875e+06,1.481969339342598e+09
92118,-117.176994,32.687559,true,Single Family,3,4,2520,2.149e+06,1.481970983120692e+09
92118,-117.184627,32.688384,false,Multiple Occupancy,3,2,1314,,1.481969346894392e+09
92118,-117.172252,32.691041,false,Single Family,5,1.5,2238,,1.481969350731185e+09
92118,-117.188183,32.686465,true,Single Family,7,5,6015,1.5e+07,1.48196935444589e+09
92118,-117.17263,32.696337,true,Condo,3,2,1212,895000,1.481969358236722e+09
92121,-117.2043,32.911099,true,Condo,1,1,991,415000,1.482046044625726e+09
92121,-117.191621,32.9148,true,Single Family,5,3,2765,850000,1.482046048710287e+09
92121,-117.178548,32.915799,true,Condo,3,2,1465,579900,1.482046052859919e+09
92130,-117.227924,32.945003,true,Multi Family,3,2,1218,749000,1.482046949391386e+09
92130,-117.219228,32.945631,true,Single Family,4,3,2663,1.150098e+06,1.482046953490836e+09
92126,-117.157447,32.925168,true,Single Family,3,1,1006,510000,1.482046069293394e+09
92126,-117.138559,32.919444,true,Condo,2,2,920,319000,1.482046077421044e+09
92130,-117.237842,32.94502,true,Condo,2,2,944,459000,1.482046957467325e+09
92130,-117.214624,32.91559,true,Single Family,4,3,2948,1.09e+06,1.482046965630817e+09
92120,-117.051099,32.80465,true,Condo,2,2,997,289000,1.482049067174267e+09
92120,-117.071889,32.797497,true,Mobile / Manufactured,3,2,1322,159900,1.482040647062677e+09
92120,-117.071889,32.797497,true,Mobile / Manufactured,2,2,1040,57500,1.482040655060818e+09
92120,-117.086044,32.786544,true,Single Family,4,2,1361,539000,1.482047153474734e+09
92120,-117.069342,32.789738,true,Single Family,3,3,1846,779000,1.48204716141863e+09
92120,-117.0563,32.806089,true,Single Family,3,2,1627,99200,1.482040663249681e+09
92120,-117.065122,32.796255,true,Single Family,4,4,1925,695000,1.482040671674585e+09
92120,-117.064609,32.798231,false,Single Family,4,3,2277,775000,1.48204068785016e+09
92120,-117.051215,32.775565,true,Condo,2,2,1139,235000,1.48204068352503e+09
92120,-117.061477,32.779856,true,Single Family,3,3,1846,679900,1.482040696022823e+09
92120,-117.053078,32.775931,true,Townhouse,2,2,1120,280000,1.482040691927809e+09
92120,-117.080267,32.781877,false,,2,2,1144,,1.482040712553493e+09
92120,-117.066493,32.78148,true,Single Family,4,3,2959,799000,1.482040725084872e+09
92120,-117.048957,32.806587,true,Condo,2,2,948,304900,1.482040716744679e+09
92120,-117.057188,32.80597,true,Single Family,3,2,1304,549000,1.482040700170704e+09
92120,-117.07053,32.807783,true,Condo,2,2,1035,339000,1.48204072100788e+09
92120,-117.07053,32.807783,true,Condo,2,2,1035,342500,1.482040708510029e+09
92120,-117.095781,32.794663,true,Condo,1,1,626,210000,1.482040704412214e+09
92120,-117.067905,32.810408,false,Condo,3,2.5,1802,,1.481969487771635e+09
92120,-117.062693,32.811508,false,Single Family,5,2.5,2064,,1.481969491442977e+09
92120,-117.066467,32.808782,false,Condo,0,1,417,,1.481969495128738e+09
92120,-117.09267,32.784644,false,Single Family,3,2,1250,,1.481969498810916e+09
92120,-117.052023,32.78551,false,Single Family,4,4,3656,,1.482040752503099e+09
92120,-117.052004,32.806628,false,Single Family,4,2,1890,,1.481969506410648e+09
92120,-117.068131,32.793287,true,Single Family,4,3,2496,759900,1.482040729421692e+09
92123,-117.126196,32.798864,true,Single Family,3,2,1056,489000,1.481969514010533e+09
92123,-117.133277,32.79269,true,,3,2,1433,450000,1.481969522589403e+09
92123,-117.133277,32.79269,false,,4,2,1433,,1.48196952629729e+09
92123,-117.12447,32.79,true,Single Family,3,2,1570,598999,1.481969530032544e+09
92123,-117.123303,32.805515,true,Single Family,3,2,1000,359000,1.481969533769547e+09
92123,-117.131197,32.806134,true,Townhouse,2,2,885,250000,1.481969537450308e+09
92123,-117.126557,32.795001,true,Single Family,4,3,1641,650000,1.481969541223277e+09
92123,-117.139131,32.825927,false,,3,3,1438,,1.481969545107307e+09
92123,-117.13412,32.796373,true,Single Family,3,2,1200,464800,1.481969549022015e+09
92123,-117.136465,32.828469,true,Townhouse,3,2,1313,485000,1.481969552728024e+09
92123,-117.136517,32.828806,true,Condo,2,2,1277,399000,1.481969556490044e+09
92123,-117.154496,32.792796,true,Single Family,3,3,1475,390000,1.481969560260579e+09
92123,-117.125971,32.800431,false,Single Family,4,2,1152,,1.481969563971447e+09
92123,-117.153137,32.79097,false,Single Family,4,2,1921,,1.481969574660443e+09
92123,-117.119068,32.791207,false,Single Family,4,2,1336,,1.481969578346072e+09
92123,-117.158958,32.782778,false,Single Family,4,2.5,1488,,1.48196958218765e+09
92123,-117.134902,32.799619,false,Single Family,3,2,1080,,1.481969585873423e+09
92123,-117.129707,32.80669,false,Condo,3,2,970,,1.481969589543083e+09
92123,-117.142099,32.799186,true,Single Family,4,2,1356,549900,1.481969593495126e+09
92123,-117.142326,32.787326,false,Single Family,3,2,1380,,1.481969597723272e+09
92123,-117.158654,32.790875,true,Single Family,3,2,1050,456000,1.481969601436507e+09
92123,-117.123735,32.790774,false,Single Family,3,2,1200,,1.481969605321814e+09
92123,-117.127601,32.805146,false,Single Family,3,2,1200,,1.481969609027813e+09
92123,-117.143402,32.800198,false,Single Family,3,2,1250,,1.481969612799808e+09
92123,-117.129846,32.804813,true,Condo,2,1,912,289000,1.481969616587356e+09
92123,-117.137702,32.803334,true,Single Family,6,3,6100,649900,1.481969623886627e+09
92122,-117.201011,32.856885,true,Single Family,4,2,1531,689000,1.482039555478608e+09
92122,-117.198444,32.863444,true,Condo,1,1,597,299950,1.482110708589999e+09
92122,-117.231189,32.840609,true,Single Family,5,3,2671,1.195e+06,1.482039584730292e+09
92122,-117.187374,32.858063,true,Single Family,3,2,1224,739000,1.48203954689552e+09
92122,-117.209328,32.866667,true,Condo,3,3,1512,695000,1.482039576578173e+09
92122,-117.220422,32.852092,true,Single Family,4,2,1900,850000,1.482039609762797e+09
92122,-117.200473,32.8493,true,Single Family,5,3,2169,949000,1.48203961817819e+09
92122,-117.225487,32.847347,true,Single Family,6,5,2969,999000,1.482039601331326e+09
92122,-117.228713,32.855553,true,Condo,2,2,966,425000,1.482039605425362e+09
92122,-117.221214,32.86748,true,Condo,1,1,554,315000,1.482039625528635e+09
92122,-117.20698,32.865101,true,Townhouse,2,3,2074,749000,1.481969681513003e+09
92122,-117.232719,32.840978,true,Single Family,3,3,2217,998000,1.482039614096693e+09
92122,-117.223581,32.846837,true,Single Family,3,3,2697,1.2e+06,1.482039629606721e+09
92122,-117.221214,32.86748,false,Condo,2,2.5,1100,,1.482039645961323e+09
92122,-117.206725,32.865983,false,Condo,2,2.5,2101,,1.482039654629548e+09
92122,-117.213721,32.852806,false,Single Family,6,3,2441,,1.482039641871862e+09
92122,-117.198293,32.859429,false,,4,2,1548,,1.482039633618311e+09
92122,-117.194485,32.859549,false,Single Family,5,2,1648,,1.481969714209625e+09
92122,-117.221214,32.867458,false,,1,1,600,,1.481969717923278e+09
92122,-117.224168,32.858963,false,Condo,2,2,1004,,1.482039597235916e+09
92122,-117.210982,32.853797,false,Single Family,4,3,2383,,1.482039650290638e+09
92122,-117.206738,32.855307,false,Single Family,2,2,1064,,1.481969729229032e+09
92122,-117.214161,32.864054,false,,3,1.5,1080,,1.482040289111637e+09
92126,-117.142845,32.927163,true,Townhouse,4,4,1848,549990,1.481969744187747e+09
92126,-117.16326,32.916003,false,Single Family,4,3,1765,639900,1.481969747830922e+09
92126,-117.13436,32.910663,true,Townhouse,2,1,920,315000,1.481969751583105e+09
92126,-117.123895,32.903844,true,Condo,2,2,1104,285000,1.482041273984083e+09
92126,-117.12903,32.92465,false,Single Family,3,2,1295,515000,1.481969763431841e+09
92126,-117.120216,32.901446,true,Condo,2,2,956,320000,1.482041290408908e+09
92126,-117.137339,32.926606,true,Single Family,3,2,1134,515000,1.481969771220816e+09
92126,-117.136963,32.91212,true,Single Family,4,3,1920,649000,1.481969775131367e+09
92126,-117.152372,32.918273,true,Single Family,4,3,2499,647777,1.481969778800592e+09
92126,-117.123466,32.914721,true,Mobile / Manufactured,2,2,1503,219900,1.481969782698467e+09
92126,-117.134501,32.909669,true,Condo,4,2,1750,469000,1.481969786592049e+09
92126,-117.143589,32.9249,false,,1,1,572,,1.481969790290918e+09
92126,-117.136731,32.916353,false,Condo,3,2.5,1452,,1.481969794185109e+09
92126,-117.143756,32.905028,false,,2,2.5,1050,,1.481970930821887e+09
92126,-117.155971,32.919656,true,Single Family,3,2,1275,535000,1.481969801598083e+09
92126,-117.124958,32.90392,true,Condo,0,1,525,194900,1.482041308110426e+09
92126,-117.135171,32.911127,false,,3,2,1750,,1.48196981159349e+09
92126,-117.141062,32.906785,true,Single Family,3,2,1121,515000,1.481970941892951e+09
92126,-117.124958,32.90392,true,Single Family,1,1,686,220000,1.48197094561856e+09
92126,-117.133411,32.915197,true,Single Family,4,2,1644,535000,1.481969822856046e+09
92126,-117.175163,32.917887,true,Single Family,4,3,2155,819000,1.481969826557962e+09
92126,-117.135407,32.91022,true,Townhouse,3,2,1750,449000,1.481969830284874e+09
92126,-117.123982,32.921688,true,Condo,4,3,1883,574999,1.481969833938912e+09
92126,-117.117182,32.927889,true,Single Family,3,2,1484,599000,1.481969837788285e+09
92124,-117.096429,32.819996,true,Condo,2,1,950,359000,1.482049079573964e+09
92124,-117.085709,32.821122,true,Single Family,4,2,2394,869000,1.482039191533726e+09
92124,-117.09709,32.822443,true,Single Family,3,2,1185,509000,1.482039207839361e+09
92124,-117.095353,32.823193,true,Condo,3,2,1350,419000,1.482039221496872e+09
92124,-117.082706,32.840817,true,Condo,3,3,1528,474999,1.482039217185453e+09
92124,-117.093577,32.840474,true,Single Family,2,3,1556,535000,1.482039212461717e+09
92124,-117.114482,32.826572,true,Condo,2,3,1360,415000,1.48203923428137e+09
92124,-117.094499,32.814418,true,Single Family,4,3,1811,719000,1.482039229952916e+09
92124,-117.086,32.8128,true,Single Family,4,3,1920,689900,1.482039225657129e+09
92124,-117.115856,32.82853,true,Townhouse,3,3,1572,460000,1.482039238465114e+09
92124,-117.076742,32.828536,false,Single Family,2,2.5,1913,,1.48203927366992e+09
92124,-117.08518,32.833778,false,Single Family,3,3,2038,,1.48196988816266e+09
92124,-117.08518,32.833778,false,Single Family,3,2.5,2038,,1.481969896753762e+09
92124,-117.103061,32.836356,false,Single Family,3,3,2047,,1.482039203682058e+09
92124,-117.106974,32.836101,false,Single Family,4,2.5,1736,,1.48196990453147e+09
92124,-117.09773,32.82688,false,Single Family,4,2,1558,,1.481969908408513e+09
92124,-117.082712,32.828327,true,Single Family,4,4,2513,614900,1.482039246805714e+09
92124,-117.105202,32.838122,false,Single Family,4,2.5,1628,,1.482039290621761e+09
92124,-117.081287,32.837553,false,Single Family,4,3,2631,,1.482039265450473e+09
92124,-117.077411,32.816733,false,,4,3,3373,,1.4820392611083e+09
92124,-117.097476,32.839021,false,Single Family,3,2.5,1624,,1.482039269609136e+09
92124,-117.107804,32.832864,false,Single Family,4,2.5,1628,,1.481969930744537e+09
92124,-117.105887,32.837927,false,Single Family,3,2,1576,,1.482039277959669e+09
92124,-117.080148,32.825519,false,Single Family,4,2,1803,,1.482039302979788e+09
92124,-117.097325,32.83448,false,,1,1,815,,1.481969945298105e+09
92124,-117.08043,32.81524,true,Single Family,4,3,1958,589000,1.482039242655105e+09
92128,-117.068988,32.976889,true,Single Family,3,3,1621,694000,1.482048826424877e+09
92128,-117.062628,32.997875,true,Single Family,3,2,1705,675000,1.482048840219336e+09
92128,-117.070537,33.012425,true,Single Family,2,2,1446,449000,1.48204885639738e+09
92128,-117.065426,33.050476,false,Single Family,3,2,1850,749000,1.482048844291321e+09
92128,-117.071493,32.940331,true,Single Family,5,3,2104,834900,1.482048852286881e+09
92128,-117.068416,32.93762,true,Single Family,5,4,3073,949000,1.482048868495353e+09
92128,-117.097528,32.954107,true,Condo,2,3,1450,489900,1.482048860455766e+09
92128,-117.10089,32.954341,true,Condo,2,2,904,320000,1.482048848337713e+09
92128,-117.070203,32.996504,true,Single Family,3,2,1971,615000,1.482048876399602e+09
92128,-117.075564,32.971821,true,Single Family,4,3,2100,699000,1.482048880541769e+09
92128,-117.084917,32.967345,true,Single Family,3,2,1525,649999,1.48204888837539e+09
92128,-117.080743,33.00201,true,Single Family,3,2,1650,600000,1.482048872487531e+09
92128,-117.091268,32.954776,true,Single Family,4,3,1900,749900,1.48197000307501e+09
92128,-117.051531,33.040776,true,Condo,3,2,1471,495000,1.482048904662788e+09
92128,-117.091293,32.946852,true,Single Family,3,2,1267,499000,1.482048900614122e+09
92128,-117.054829,33.020291,true,Single Family,3,2,1905,659000,1.482048916786022e+09
92128,-117.050615,33.040008,false,Single Family,2,2,1328,429000,1.482048940945201e+09
92128,-117.06758,33.010742,true,Single Family,3,3,2340,849900,1.48204890874468e+09
92128,-117.061789,33.015659,true,Single Family,2,2,1358,357400,1.482048912748635e+09
92128,-117.071659,32.967073,false,,4,2.5,1831,,1.482048936978008e+09
92128,-117.053934,33.030186,true,Condo,2,2,1455,385000,1.482048929032234e+09
92128,-117.079015,32.938243,true,Single Family,4,3,2541,799000,1.482048932972947e+09
92128,-117.089184,32.945541,true,Condo,3,2,1313,509900,1.482048925006973e+09
92128,-117.073478,32.97721,true,Condo,2,2,1084,435000,1.481970050193376e+09
92128,-117.069091,32.991388,true,Single Family,1,1,708,268800,1.481970053889969e+09
92128,-117.058926,33.041745,true,Single Family,5,6,4539,1.35e+06,1.481970057604657e+09
92127,-117.166142,32.987781,true,Single Family,4,4,5243,2.198e+06,1.482041316570547e+09
92127,-117.108585,33.009704,true,Single Family,3,3,2476,875000,1.482044288110854e+09
92127,-117.159902,33.023297,true,Single Family,5,9,9420,3.795e+06,1.482041320885979e+09
92127,-117.113145,33.027721,false,Single Family,4,3,2690,825000,1.482041325177902e+09
92127,-117.110277,33.02395,true,Condo,2,2,1356,485000,1.482041333592353e+09
92127,-117.111617,33.027557,true,Single Family,4,4,3169,919000,1.482041329313667e+09
92127,-117.11699,33.013635,true,,3,3,0,645000,1.482041350124814e+09
92127,-117.1105,33.0214,true,Townhouse,3,3,1642,625000,1.482041337627742e+09
92127,-117.086823,33.028585,true,Condo,4,3,1578,465000,1.482041346082357e+09
92127,-117.160727,32.992105,true,Single Family,6,5,3725,1.099e+06,1.482041358768912e+09
92127,-117.121591,33.010623,true,,6,5,4258,1.189888e+06,1.482041363033884e+09
92127,-117.121591,33.010623,false,Single Family,5,4.5,4053,,1.482041367120256e+09
92127,-117.158889,32.998008,true,Single Family,6,6,6989,3.3e+06,1.48204137114794e+09
92127,-117.158528,33.033828,true,,4,3.5,3622,1.399e+06,1.482041375630404e+09
92127,-117.158528,33.033828,false,Single Family,2,2.5,3387,,1.482041380214528e+09
92127,-117.104993,33.004834,false,Single Family,5,4.5,3802,,1.482041388429246e+09
92127,-117.094105,33.026953,false,,3,4.5,4130,,1.482041403350169e+09
92127,-117.16501,32.986925,false,Single Family,4,4,3022,,1.482041420156192e+09
92127,-117.10555,33.022959,true,Condo,1,1,745,269000,1.482041384359789e+09
92127,-117.081893,33.042886,false,,4,3,2170,,1.48204141210654e+09
92127,-117.107656,33.010278,true,Single Family,5,4,3827,1.139e+06,1.482041416167331e+09
92127,-117.080879,33.026519,true,Condo,2,2,855,289900,1.48204142421902e+09
92127,-117.129163,33.007675,true,Single Family,5,6,4400,1.6299e+06,1.482041392513528e+09
92127,-117.087408,33.027487,true,Single Family,5,3,2160,659900,1.482041408020163e+09
92127,-117.082262,33.004182,true,Single Family,3,2.5,1907,689000,1.482041428753742e+09
92127,-117.106171,33.011628,true,Single Family,3,3,2687,915000,1.481970174793733e+09
92130,-117.217669,32.970381,true,Single Family,5,6,6352,3.095e+06,1.482046961556252e+09
92130,-117.234895,32.944408,true,Condo,1,1,624,329000,1.482046981829416e+09
92130,-117.175,32.964,false,Single Family,5,6,4208,1.38e+06,1.482047029748908e+09
92130,-117.173123,32.969869,false,Single Family,4,3.5,2682,970000,1.482046969690033e+09
92130,-117.237636,32.969989,true,,4,4,3690,1.45e+06,1.482047021546832e+09
92130,-117.237636,32.969989,false,,4,3.5,3690,,1.482047025616393e+09
92130,-117.236537,32.938902,true,Townhouse,2,2.5,1080,530000,1.482046998219796e+09
92130,-117.211012,32.969804,true,Single Family,5,6,6370,3.25e+06,1.482047050145448e+09
92130,-117.223625,32.924613,true,Single Family,4,2.5,2274,965000,1.482047009474194e+09
92130,-117.237593,32.941443,true,Condo,1,1,791,364900,1.482047033855697e+09
92130,-117.228006,32.92352,true,Single Family,0,0,1348,735000,1.481970236279664e+09
92130,-117.173123,32.969869,false,Single Family,4,3,2263,930000,1.482047037903915e+09
92130,-117.237828,32.969994,true,Single Family,4,4,3324,1.33e+06,1.482047017538813e+09
92130,-117.175,32.964,false,Single Family,4,5,3712,1.308e+06,1.482047041953664e+09
92130,-117.204787,32.957174,true,Single Family,6,5,3705,1.625e+06,1.482047046129319e+09
92130,-117.224187,32.945349,true,Single Family,3,3,1763,895000,1.482047013572073e+09
92130,-117.199323,32.945062,true,Condo,1,1,951,389000,1.481970259057109e+09
92130,-117.200437,32.923927,true,Single Family,6,5,4454,2.075e+06,1.481970266357865e+09
92130,-117.231893,32.95738,false,,3,2.5,2351,,1.482046973716737e+09
92130,-117.231893,32.95738,false,Condo,3,2.5,2351,,1.482046977687841e+09
92130,-117.225847,32.92407,true,Single Family,4,3,2274,1.09e+06,1.481970277534639e+09
92130,-117.229352,32.950333,true,Condo,2,3,1178,499900,1.481970281253946e+09
92129,-117.115122,32.965178,true,Single Family,3,1,960,444900,1.481971483379457e+09
92129,-117.13141,32.976517,true,Single Family,3,3,2094,759000,1.482044271645166e+09
92129,-117.1224,32.938937,true,Single Family,4,3,2356,798000,1.481970292427768e+09
92129,-117.132429,32.955607,true,Single Family,4,3,1977,705000,1.481970296226462e+09
92129,-117.139403,32.957182,false,Single Family,4,2,1731,680000,1.481970300039684e+09
92129,-117.140506,32.95053,true,Single Family,4,2,1735,699000,1.48197030393612e+09
92129,-117.139212,32.957226,false,Single Family,4,3,2137,725000,1.481970312881396e+09
92129,-117.112265,32.95299,true,Single Family,4,2,1920,685000,1.481970316717926e+09
92129,-117.131261,32.979289,false,Single Family,3,2,1486,678888,1.481970320435048e+09
92129,-117.148336,32.960303,true,Single Family,4,3,2854,959000,1.481970324175166e+09
92129,-117.092549,32.982256,true,Single Family,3,3,2110,699900,1.481970328094428e+09
92129,-117.147827,32.963026,false,,4,3,2666,,1.48197033178581e+09
92129,-117.138301,32.975913,false,,3,2,1486,,1.481970335447683e+09
92129,-117.138891,32.96678,false,Single Family,4,4,2579,,1.481970339146257e+09
92129,-117.140858,32.960006,false,Single Family,4,3,2617,,1.481970342845937e+09
92129,-117.094586,32.980345,false,,4,3,2072,,1.481970346493245e+09
92129,-117.153641,32.962663,true,Townhouse,2,3,1432,469000,1.48197035021983e+09
92129,-117.145166,32.94995,true,Single Family,6,5,3776,1.299e+06,1.48197035746252e+09
92129,-117.136052,32.972918,true,Single Family,4,3,1915,750000,1.481970361181674e+09
92129,-117.147199,32.965123,true,Single Family,4,3,2597,899000,1.481970364927728e+09
92129,-117.08983,32.991076,true,Single Family,4,3,1826,650000,1.481970368638345e+09
92129,-117.136573,32.949177,true,Single Family,2,2,1127,565000,1.481970372375441e+09
92129,-117.093108,32.987976,true,Single Family,3,2,1476,620000,1.481970376234589e+09
92129,-117.156768,32.963067,false,Condo,3,2.5,1743,,1.481970379867456e+09
92129,-117.142974,32.961207,false,Single Family,4,3,1849,,1.481970383572421e+09
92129,-117.12947,32.961923,false,Single Family,5,3,2692,,1.481970387270975e+09
92131,-117.063433,32.915882,true,Single Family,6,5,4828,1.745e+06,1.481970426280974e+09
92131,-117.015854,32.922814,true,Single Family,5,5,5504,1.7499e+06,1.481970430078843e+09
92131,-117.113946,32.922708,true,Condo,2,1,942,335000,1.48197043398676e+09
92131,-117.060251,32.924743,false,Single Family,5,3,2348,754900,1.481970442372531e+09
92131,-117.083575,32.911108,true,Single Family,5,5,4011,1.3e+06,1.481970446080519e+09
92131,-117.023854,32.925561,true,Single Family,5,6,4775,1.65e+06,1.481970449800717e+09
92131,-117.086517,32.908411,true,Single Family,4,2,1880,839000,1.48197045350462e+09
92131,-117.051122,32.92317,false,Single Family,5,4.5,3564,,1.481970457284789e+09
92131,-117.092812,32.904415,false,,3,2,1251,,1.481970460986728e+09
92131,-117.101518,32.899061,true,Condo,4,3,1694,435000,1.482041294967811e+09
92131,-117.077441,32.914197,true,Single Family,3,3,1622,680000,1.481970468741546e+09
92131,-117.073049,32.927109,true,Single Family,4,3,2738,889000,1.481970472449543e+09
92131,-117.057488,32.925063,true,Single Family,4,3,2899,850000,1.481970476214462e+09
92131,-117.107034,32.904657,true,Townhouse,3,3,1407,485000,1.482041299993176e+09
92131,-117.097041,32.938187,true,Townhouse,2,2.5,1387,549990,1.481970483613072e+09
92131,-117.070445,32.902222,true,Single Family,4,3,3258,1.249e+06,1.48197049212132e+09
92131,-117.026247,32.9271,false,Single Family,5,5.5,4775,,1.481970496005124e+09
92131,-117.048538,32.921968,false,Single Family,6,4.5,3855,,1.481970499651048e+09
92131,-117.058588,32.921951,false,Single Family,4,2.5,3390,,1.481970503372307e+09
92131,-117.016014,32.923993,false,Single Family,4,4.5,4744,,1.481970507397637e+09
92131,-117.105154,32.92069,false,Single Family,5,4,3474,,1.481970511090222e+09
92131,-117.013965,32.933877,true,Single Family,8,7,6030,1.7e+06,1.481970514807515e+09
92131,-117.104961,32.920602,false,Single Family,5,3.5,3215,,1.481970518588214e+09
92131,-117.102554,32.931634,false,Single Family,5,3.5,3035,,1.48197052226886e+09
92131,-117.082613,32.926758,false,Single Family,4,3,3165,,1.481970526101797e+09
92131,-117.113946,32.922708,false,,2,2,1052,,1.481970535902465e+09
92592,-117.090045,33.499305,true,Single Family,4,3,2224,469000,1.482046442600798e+09
